,Top Level,Primary Level,Secondary Level,Full Title,ISSN,Unformatted ISSN,Product ID,Status,Change History
11511,Social Sciences and Humanities,Psychology,Experimental and Cognitive Psychology,Mindfulness & Compassion,2445-4079,24454079,16437,Transferred,Transferred back to the society as of 2018
11512,Social Sciences and Humanities,Psychology,Experimental and Cognitive Psychology,Neurobiology of Learning and Memory,1074-7427,10747427,12098,Active,Formerly known as Behavioral and Neural Biology
11513,Social Sciences and Humanities,Psychology,Experimental and Cognitive Psychology,Neuroscience & Biobehavioral Reviews,0149-7634,01497634,00831,Active,Formerly known as Biobehavioral Reviews
11514,Social Sciences and Humanities,Psychology,Experimental and Cognitive Psychology,Revista Española de Geriatría y Gerontología,0211-139X,0211139X,15737,Active,
11515,Social Sciences and Humanities,Psychology,Experimental and Cognitive Psychology,Speech Communication,0167-6393,01676393,05316,Active,
11516,Social Sciences and Humanities,Psychology,Experimental and Cognitive Psychology,Trends in Cognitive Sciences,1364-6613,13646613,02201,Active,
11546,Social Sciences and Humanities,Psychology,Psychology (General),Advances in Life Course Research,1569-4909,15694909,05617,Active,
11547,Social Sciences and Humanities,Psychology,Psychology (General),"Annales Médico-psychologiques, revue psychiatrique",0003-4487,00034487,09107,Active,
11548,Social Sciences and Humanities,Psychology,Psychology (General),Anuario de Psicología,0066-5126,00665126,16433,Transferred,Transferred back to the society as of 2019
11549,Social Sciences and Humanities,Psychology,Psychology (General),Anuario de Psicología Jurídica,1133-0740,11330740,15829,Transferred,Transferred back to the society as of 2018
11550,Social Sciences and Humanities,Psychology,Psychology (General),Archives of Psychiatric Nursing,0883-9417,08839417,13191,Active,
11551,Social Sciences and Humanities,Psychology,Psychology (General),Asian Journal of Psychiatry,1876-2018,18762018,06077,Active,
11552,Social Sciences and Humanities,Psychology,Psychology (General),Burnout Research,2213-0586,22130586,10510,Discontinued,Title discontinued as of 2018
11553,Social Sciences and Humanities,Psychology,Psychology (General),Comprehensive Psychiatry,0010-440X,0010440X,13295,Active,
11554,Social Sciences and Humanities,Psychology,Psychology (General),Computers in Human Behavior: Artificial Humans,2949-8821,29498821,31576,Active,
11555,Social Sciences and Humanities,Psychology,Psychology (General),Computers in Human Behavior Reports,2451-9588,24519588,30292,Active,
11556,Social Sciences and Humanities,Psychology,Psychology (General),European Journal of Education and Psychology,1888-8992,18888992,16410,Transferred,Transferred back to the society as of 2018
11557,Social Sciences and Humanities,Psychology,Psychology (General),The European Journal of Psychology Applied to Legal Context,1889-1861,18891861,15840,Transferred,Transferred back to the society as of 2018
11559,Social Sciences and Humanities,Psychology,Psychology (General),European Neuropsychopharmacology,0924-977X,0924977X,05033,Active,
11560,Social Sciences and Humanities,Psychology,Psychology (General),Evaluation and Program Planning,0149-7189,01497189,00593,Active,
11561,Social Sciences and Humanities,Psychology,Psychology (General),Heliyon,2405-8440,24058440,18230,Active,
11562,Social Sciences and Humanities,Psychology,Psychology (General),Hormones and Behavior,0018-506X,0018506X,12046,Active,
11564,Social Sciences and Humanities,Psychology,Psychology (General),International Journal of Child-Computer Interaction,2212-8689,22128689,18006,Active,
11565,Social Sciences and Humanities,Psychology,Psychology (General),Journal of the Academy of Consultation-Liaison Psychiatry,2667-2960,26672960,14045,Active,
11566,Social Sciences and Humanities,Psychology,Psychology (General),Journal of the American Academy of Child & Adolescent Psychiatry,0890-8567,08908567,13450,Active,Formerly known as Journal of the American Academy of Child Psychiatry
11567,Social Sciences and Humanities,Psychology,Psychology (General),Journal of the American Academy of Child Psychiatry,0002-7138,00027138,13450,Changed Name,Continued as Journal of the American Academy of Child & Adolescent Psychiatry
11568,Social Sciences and Humanities,Psychology,Psychology (General),Journal of Mathematical Psychology,0022-2496,00222496,12075,Active,
11569,Social Sciences and Humanities,Psychology,Psychology (General),Journal of Mood and Anxiety Disorders,2950-0044,29500044,31629,Active,
11571,Social Sciences and Humanities,Psychology,Psychology (General),Journal of Psychiatric Research,0022-3956,00223956,00241,Active,
11574,Social Sciences and Humanities,Psychology,Psychology (General),Mental Health & Prevention,2212-6570,22126570,10505,Active,
11576,Social Sciences and Humanities,Psychology,Psychology (General),New Ideas in Psychology,0732-118X,0732118X,00678,Active,
11577,Social Sciences and Humanities,Psychology,Psychology (General),New Scientist,0262-4079,02624079,NEWS,Active,
11578,Social Sciences and Humanities,Psychology,Psychology (General),Next Research,3050-4759,30504759,31960,Active,
11579,Social Sciences and Humanities,Psychology,Psychology (General),Perspectives in Medicine,2211-968X,2211968X,10075,Discontinued,Title discontinued as of 2017
11581,Social Sciences and Humanities,Psychology,Psychology (General),Psychedelics,2950-4848,29504848,31801,Active,
11582,Social Sciences and Humanities,Psychology,Psychology (General),Psychiatry Research,0165-1781,01651781,08047,Active,
11583,Social Sciences and Humanities,Psychology,Psychology (General),Psychiatry Research: Neuroimaging,0925-4927,09254927,08048,Active,
11584,Social Sciences and Humanities,Psychology,Psychology (General),Psychologie Française,0033-2984,00332984,09155,Active,
11587,Social Sciences and Humanities,Psychology,Psychology (General),Revista Mexicana de Trastornos Alimentarios,2007-1523,20071523,16864,Transferred,Transferred back to the society as of 2018
11588,Social Sciences and Humanities,Psychology,Psychology (General),Schizophrenia Research,0920-9964,09209964,05080,Active,
11589,Social Sciences and Humanities,Psychology,Psychology (General),Seizure,1059-1311,10591311,12685,Active,
11591,Social Sciences and Humanities,Psychology,Psychology (General),Social Sciences & Humanities Open,2590-2911,25902911,30119,Active,
11593,Social Sciences and Humanities,Psychology,Psychology (General),Woman - Psychosomatic Gynaecology and Obstetrics,2213-560X,2213560X,10512,Discontinued,Title discontinued as of 2016
11596,Social Sciences and Humanities,Psychology,Social Psychology,Alcoholism and Drug Addiction,0867-4361,08674361,11022,Transferred,Transferred back to the society as of 2017
11597,Social Sciences and Humanities,Psychology,Social Psychology,The American Journal of Evaluation,1098-2140,10982140,07405,Transferred,Formerly known as Evaluation Practice; transferred to Sage Publications as of 2005
11599,Social Sciences and Humanities,Psychology,Social Psychology,Anuario de Psicología Jurídica,1133-0740,11330740,15829,Transferred,Transferred back to the society as of 2018
11601,Social Sciences and Humanities,Psychology,Social Psychology,Child Abuse & Neglect,0145-2134,01452134,00586,Active,
11602,Social Sciences and Humanities,Psychology,Social Psychology,Children and Youth Services Review,0190-7409,01907409,00556,Active,
11603,Social Sciences and Humanities,Psychology,Social Psychology,Cognitive Development,0885-2014,08852014,07450,Active,
11604,Social Sciences and Humanities,Psychology,Social Psychology,Cognitive Psychology,0010-0285,00100285,12022,Active,
11605,Social Sciences and Humanities,Psychology,Social Psychology,Current Opinion in Psychology,2352-250X,2352250X,18066,Active,
11606,Social Sciences and Humanities,Psychology,Social Psychology,Current Research in Ecological and Social Psychology,2666-6227,26666227,30393,Active,
11607,Social Sciences and Humanities,Psychology,Social Psychology,"Emotion, Space and Society",1755-4586,17554586,04294,Active,
11608,Social Sciences and Humanities,Psychology,Social Psychology,Ethology and Sociobiology,0162-3095,01623095,07645,Changed Name,Continued as Evolution and Human Behavior
11609,Social Sciences and Humanities,Psychology,Social Psychology,Evaluation and Program Planning,0149-7189,01497189,00593,Active,
11610,Social Sciences and Humanities,Psychology,Social Psychology,Evolution and Human Behavior,1090-5138,10905138,07645,Active,Formerly known as Ethology and Sociobiology
11611,Social Sciences and Humanities,Psychology,Social Psychology,Intelligence,0160-2896,01602896,07455,Active,
11612,Social Sciences and Humanities,Psychology,Social Psychology,International Journal of Intercultural Relations,0147-1767,01471767,00535,Active,
11615,Social Sciences and Humanities,Psychology,Social Psychology,Journal of Behavioral and Experimental Finance,2214-6350,22146350,17034,Active,
11622,Social Sciences and Humanities,Psychology,Social Psychology,Journal of Psychosomatic Research,0022-3999,00223999,07550,Active,
11623,Social Sciences and Humanities,Psychology,Social Psychology,Journal of Research in Personality,0092-6566,00926566,12081,Active,
11624,Social Sciences and Humanities,Psychology,Social Psychology,Language & Communication,0271-5309,02715309,00616,Active,
11625,Social Sciences and Humanities,Psychology,Social Psychology,"Learning, Culture and Social Interaction",2210-6561,22106561,12938,Active,
11626,Social Sciences and Humanities,Psychology,Social Psychology,Learning and Instruction,0959-4752,09594752,00956,Active,
11627,Social Sciences and Humanities,Psychology,Social Psychology,Organizational Behavior and Human Decision Processes,0749-5978,07495978,12100,Active,Formerly known as Organizational Behavior and Human Performance
11628,Social Sciences and Humanities,Psychology,Social Psychology,Personality and Individual Differences,0191-8869,01918869,00603,Active,
11629,Social Sciences and Humanities,Psychology,Social Psychology,Psychologie du Travail et des Organisations,1420-2530,14202530,09157,Active,
11630,Social Sciences and Humanities,Psychology,Social Psychology,The Social Science Journal,0362-3319,03623319,07443,Transferred,Transferred to Taylor & Francis as of 2020
11631,Social Sciences and Humanities,Psychology,Social Psychology,Social Science & Medicine,0277-9536,02779536,00315,Active,"Incorporating Social Science & Medicine. Part A: Medical Psychology & Medical Sociology, Social Science & Medicine. Part B: Medical Anthropology, Social Science & Medicine. Part C: Medical Economics, Social Science & Medicine. Part D: Medical Geography, S"
